Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Airbag (product.metafields.custom.airbag),Automatic Extendable Footrest (product.metafields.custom.automatic_extendable_footrest),Auto Program (product.metafields.custom.auto_program),Bluetooth Speaker (product.metafields.custom.bluetooth_speaker),Calf Roller (product.metafields.custom.calf_roller),Foot Roller (product.metafields.custom.foot_roller),Heating (product.metafields.custom.heating),id (product.metafields.custom.id),Massage Mechanism (product.metafields.custom.massage_mechanism),Number of Massage Styles (product.metafields.custom.number_of_massage_styles),Side Controller (product.metafields.custom.side_controller),Space Saving Technology (product.metafields.custom.space_saving_technology),Track Type (product.metafields.custom.track_type),Zero Gravity (product.metafields.custom.zero_gravity),LDT: Compare Attribute Set Code (product.metafields.ldt.compare_attribute_set),LDT: Compare Products (product.metafields.ldt.compare_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Massage technique (product.metafields.shopify.massage-technique),Power source (product.metafields.shopify.power-source),Reclining function (product.metafields.shopify.reclining-function),Upholstery material (product.metafields.shopify.upholstery-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
titan-3d-prestige,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,titan-3d-prestige-7,,,,,5248.95,5248.95,true,true,,,,,00812512037708,,,,,,,,,,,,,,,,,,48,Manual,6,YES,-,1 spinning reflexology massage roller,lumbar,prestige,3D,6,-,YES,SL,1 Stage of Zero Gravity,,,true,,,,,,,,lb,,,
titan-3d-prestige,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,titan-3d-prestige-8,,,,,5348.95,5348.95,true,true,,,,,00812512037708,,,,,,,,,,,,,,,,,,48,Manual,6,YES,-,1 spinning reflexology massage roller,lumbar,prestige,3D,6,-,YES,SL,1 Stage of Zero Gravity,,,true,,,,,,,,lb,,,
titan-3d-prestige,,,,,,,,Color,Brown,,Delivery,White Glove Delivery - $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,titan-3d-prestige-9,,,,,5274.00,5274.00,true,true,,,,,00812512037708,,,,,,,,,,,,,,,,,,48,Manual,6,YES,-,1 spinning reflexology massage roller,lumbar,prestige,3D,6,-,YES,SL,1 Stage of Zero Gravity,,,true,,,,,,,,lb,,,
titan-3d-prestige,,,,,,,,Color,Brown,,Delivery,White Glove Delivery - $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,titan-3d-prestige-10,,,,,5523.95,5523.95,true,true,,,,,00812512037708,,,,,,,,,,,,,,,,,,48,Manual,6,YES,-,1 spinning reflexology massage roller,lumbar,prestige,3D,6,-,YES,SL,1 Stage of Zero Gravity,,,true,,,,,,,,lb,,,
titan-3d-prestige,,,,,,,,Color,Brown,,Delivery,White Glove Delivery - $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,titan-3d-prestige-11,,,,,5623.95,5623.95,true,true,,,,,00812512037708,,,,,,,,,,,,,,,,,,48,Manual,6,YES,-,1 spinning reflexology massage roller,lumbar,prestige,3D,6,-,YES,SL,1 Stage of Zero Gravity,,,true,,,,,,,,lb,,,
titan-3d-prestige,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,titan-3d-prestige-12,,,,,4999.00,4999.00,true,true,,,,,00812512037715,,,,,,,,,,,,,,,,,,48,Manual,6,YES,-,1 spinning reflexology massage roller,lumbar,prestige,3D,6,-,YES,SL,1 Stage of Zero Gravity,,,true,,,,,,,,lb,,,
titan-3d-prestige,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,titan-3d-prestige-13,,,,,5248.95,5248.95,true,true,,,,,00812512037715,,,,,,,,,,,,,,,,,,48,Manual,6,YES,-,1 spinning reflexology massage roller,lumbar,prestige,3D,6,-,YES,SL,1 Stage of Zero Gravity,,,true,,,,,,,,lb,,,
titan-3d-prestige,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,titan-3d-prestige-14,,,,,5348.95,5348.95,true,true,,,,,00812512037715,,,,,,,,,,,,,,,,,,48,Manual,6,YES,-,1 spinning reflexology massage roller,lumbar,prestige,3D,6,-,YES,SL,1 Stage of Zero Gravity,,,true,,,,,,,,lb,,,
titan-3d-prestige,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery - $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,titan-3d-prestige-15,,,,,5274.00,5274.00,true,true,,,,,00812512037715,,,,,,,,,,,,,,,,,,48,Manual,6,YES,-,1 spinning reflexology massage roller,lumbar,prestige,3D,6,-,YES,SL,1 Stage of Zero Gravity,,,true,,,,,,,,lb,,,
titan-3d-prestige,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery - $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,titan-3d-prestige-16,,,,,5523.95,5523.95,true,true,,,,,00812512037715,,,,,,,,,,,,,,,,,,48,Manual,6,YES,-,1 spinning reflexology massage roller,lumbar,prestige,3D,6,-,YES,SL,1 Stage of Zero Gravity,,,true,,,,,,,,lb,,,
titan-3d-prestige,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery - $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,titan-3d-prestige-17,,,,,5623.95,5623.95,true,true,,,,,00812512037715,,,,,,,,,,,,,,,,,,48,Manual,6,YES,-,1 spinning reflexology massage roller,lumbar,prestige,3D,6,-,YES,SL,1 Stage of Zero Gravity,,,true,,,,,,,,lb,,,
titan-tp-cosmo,Titan TP-Cosmo,"<ul class=""feature-section""> <li><strong> Intelligent Voice Control </strong></li>
<li>2D Massage Mechanism</li>
<li><strong> SL-Track </strong></li>
<li>Full Body Compression Massage</li>
<li>Lumbar Heat Therapy</li>
<li><strong> Convenient Shortcut Panel </strong></li>
<li>Surround Sound Bluetooth Speakers</li>
<li>6 Auto Programs &amp; 5 Massage Styles</li>
<li><strong> 3 Steps Zero Gravity </strong></li>
<li>Space Saving Technology</li>
<li>Extendable Footrest</li>
</ul>
<!-- more -->
<script>
  const externalURL =
    ""https://ota-shawn.github.io/Products/Titan/Titan%20TP-Cosmo.html"";
</script>
<link rel=""stylesheet"" href=""https://ota-shawn.github.io/productGlobalCss/style.css"">
<div id=""externalURL""></div>
<script src=""https://code.jquery.com/jquery-3.7.0.min.js"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" crossorigin=""anonymous""></script>
<script>
  $(""#externalURL"").load(externalURL, () => {
    $(""#externalURL"").contents().unwrap();
  });
</script>",Titan,Health & Beauty > Personal Care > Massage & Relaxation > Massage Chairs,Massage Chair,"2D, L-TRACK, Massage Chair, Titan",true,Color,Black,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,titan-tp-cosmo-0,,,,,1499.00,2999.00,true,true,,,,,00810081880398,,,,false,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,active
titan-tp-cosmo,,,,,,,,Color,Black,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,titan-tp-cosmo-1,,,,,1748.95,3248.95,true,true,,,,,00810081880398,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Black,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,titan-tp-cosmo-2,,,,,1848.95,3348.95,true,true,,,,,00810081880398,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Black,,Delivery,White Glove Delivery - $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,titan-tp-cosmo-3,,,,,1774.00,3274.00,true,true,,,,,00810081880398,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Black,,Delivery,White Glove Delivery - $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,titan-tp-cosmo-4,,,,,2023.95,3523.95,true,true,,,,,00810081880398,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Black,,Delivery,White Glove Delivery - $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,titan-tp-cosmo-5,,,,,2123.95,3623.95,true,true,,,,,00810081880398,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,titan-tp-cosmo-6,,,,,1499.00,2999.00,true,true,,,,,00810081880404,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,titan-tp-cosmo-7,,,,,1748.95,3248.95,true,true,,,,,00810081880404,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,titan-tp-cosmo-8,,,,,1848.95,3348.95,true,true,,,,,00810081880404,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Brown,,Delivery,White Glove Delivery - $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,titan-tp-cosmo-9,,,,,1774.00,3274.00,true,true,,,,,00810081880404,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Brown,,Delivery,White Glove Delivery - $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,titan-tp-cosmo-10,,,,,2023.95,3523.95,true,true,,,,,00810081880404,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Brown,,Delivery,White Glove Delivery - $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,titan-tp-cosmo-11,,,,,2123.95,3623.95,true,true,,,,,00810081880404,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,titan-tp-cosmo-12,,,,,1499.00,2999.00,true,true,,,,,00810081880411,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,titan-tp-cosmo-13,,,,,1748.95,3248.95,true,true,,,,,00810081880411,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,titan-tp-cosmo-14,,,,,1848.95,3348.95,true,true,,,,,00810081880411,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery - $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,titan-tp-cosmo-15,,,,,1774.00,3274.00,true,true,,,,,00810081880411,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery - $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,titan-tp-cosmo-16,,,,,2023.95,3523.95,true,true,,,,,00810081880411,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-tp-cosmo,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery - $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,titan-tp-cosmo-17,,,,,2123.95,3623.95,true,true,,,,,00810081880411,,,,,,,,,,,,,,,,,,16,Auto,6,YES,-,1 spinning reflexology massage roller,Lumbar,cosmo,2D,5,YES,YES,SL,3 Stages of Zero Gravity,,,true,1,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847"",""gid://shopify/Metaobject/253090857199""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
osaki-os-3d-otamic-le,Osaki OS-3D Otamic LE,"<ul>
  <li>
   <strong>
    3D Massage Mechanism
   </strong>
  </li>
  <li>
   SL-Track
  </li>
  <li>
   <strong>
    Deep Calf Kneading
   </strong>
  </li>
  <li>
   Computerized Body Scanning
  </li>
  <li>
   9 Auto Programs &amp; 5 Massage Styles
  </li>
  <li>
   2 Stage Zero Gravity
  </li>
  <li>
   Space Saving Technology
  </li>
  <li>
   <strong>
    Lumbar and Foot Heating
   </strong>
  </li>
  <li>
   Automatic Extendable Footrest
  </li>
  <li>
   Surround Sound Bluetooth Speakers
  </li>
 </ul>
<!-- more -->
<script>
  const externalURL =
    ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-3D%20Otamic%20LE.html"";
</script>
<link rel=""stylesheet"" href=""https://ota-shawn.github.io/productGlobalCss/style.css"">
<div id=""externalURL""></div>
<script src=""https://code.jquery.com/jquery-3.7.0.min.js"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" crossorigin=""anonymous""></script>
<script>
  $(""#externalURL"").load(externalURL, () => {
    $(""#externalURL"").contents().unwrap();
  });
</script>",Osaki,Health & Beauty > Personal Care > Massage & Relaxation > Massage Chairs,Massage Chair,"3D, L-TRACK, Massage Chair, Osaki",false,Color,Black (Brown interior & Black exterior),,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,osaki-os-3d-otamic-le-0,,,,,4999.00,4999.00,true,true,,,,,812512037463,,,,false,,,,,,,,,,,,,,30,Auto,9,YES,-,1 spinning reflexology massage roller,"Lumbar, Feet",otamic-le,2D,5,YES,YES,SL,2 Stages of Zero Gravity,,,false,6,,,,,,,lb,,,unlisted
osaki-os-3d-otamic-le,,,,,,,,Color,Black (Brown interior & Black exterior),,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,osaki-os-3d-otamic-le-1,,,,,5248.95,5248.95,true,true,,,,,812512037463,,,,,,,,,,,,,,,,,,30,Auto,9,YES,-,1 spinning reflexology massage roller,"Lumbar, Feet",otamic-le,2D,5,YES,YES,SL,2 Stages of Zero Gravity,,,false,6,,,,,,,lb,,,
osaki-os-3d-otamic-le,,,,,,,,Color,Black (Brown interior & Black exterior),,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,osaki-os-3d-otamic-le-2,,,,,5348.95,5348.95,true,true,,,,,812512037463,,,,,,,,,,,,,,,,,,30,Auto,9,YES,-,1 spinning reflexology massage roller,"Lumbar, Feet",otamic-le,2D,5,YES,YES,SL,2 Stages of Zero Gravity,,,false,6,,,,,,,lb,,,
osaki-os-3d-otamic-le,,,,,,,,Color,Black (Brown interior & Black exterior),,Delivery,White Glove Delivery (Installation) - $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,osaki-os-3d-otamic-le-3,,,,,5274.00,5274.00,true,true,,,,,812512037463,,,,,,,,,,,,,,,,,,30,Auto,9,YES,-,1 spinning reflexology massage roller,"Lumbar, Feet",otamic-le,2D,5,YES,YES,SL,2 Stages of Zero Gravity,,,false,6,,,,,,,lb,,,
osaki-os-3d-otamic-le,,,,,,,,Color,Black (Brown interior & Black exterior),,Delivery,White Glove Delivery (Installation) - $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,osaki-os-3d-otamic-le-4,,,,,5523.95,5523.95,true,true,,,,,812512037463,,,,,,,,,,,,,,,,,,30,Auto,9,YES,-,1 spinning reflexology massage roller,"Lumbar, Feet",otamic-le,2D,5,YES,YES,SL,2 Stages of Zero Gravity,,,false,6,,,,,,,lb,,,
osaki-os-3d-otamic-le,,,,,,,,Color,Black (Brown interior & Black exterior),,Delivery,White Glove Delivery (Installation) - $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,osaki-os-3d-otamic-le-5,,,,,5623.95,5623.95,true,true,,,,,812512037463,,,,,,,,,,,,,,,,,,30,Auto,9,YES,-,1 spinning reflexology massage roller,"Lumbar, Feet",otamic-le,2D,5,YES,YES,SL,2 Stages of Zero Gravity,,,false,6,,,,,,,lb,,,
